"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"X2535","lonesom","5.4802027675024e-05","0","0","5.24576404553323e-05","1.11040785280434e-05","1.75598791880312e-05","2.17931395196792e-05","0","7.34807847747814e-05","5.16582291559045e-05"
"X2536","long","0.00161665981641321","0","0","0.00169175890468447","0.000510787612289994","0.00073751492589731","0.00130758837118075","0.000218197687104517","0.000918509809684767","0.00152391776009918"
"X2537","longer","0.000328812166050144","0","0","0.00034097466295966","6.66244711682601e-05","0.000193158671068343","0","0","0.000208195556861881","0.000103316458311809"
"X2538","lontano","0","0","0","0","0","0","0","0","0","0"
"X2539","look","0.00123304562268804","0","0","0.00163930126422914","0.00155457099392607","0.00159794900611084","0.00174345116157434","7.27325623681722e-05","0.002351385112793","0.00178220890587871"
"X2540","lookin","8.2203041512536e-05","0","0","8.5243665739915e-05","0.000155457099392607","0.000210718550256374","0.000108965697598396","0","2.44935949249271e-05","7.74873437338568e-05"
"X2541","loos","0","0","0","4.59004353984158e-05","0.000122144863808477","3.51197583760624e-05","4.35862790393584e-05","0","0.000183701961936953","2.58291145779523e-05"
"X2542","lord","0.000191807096862584","0.000118021952083087","3.67147630062048e-05","0.000275402612390495","0.000255393806144997","0.000509236496452904","0.000414069650873905","0","0.000465378303573615","0.00534662671763612"
"X2543","los","0","0.00047208780833235","0.00668208686712927","2.62288202276662e-05","0","0","4.35862790393584e-05","0","0","0"
"X2544","lose","0.000246609124537608","0","0","0.000740964171431569","0.000288706041729127","0.000755074805085341","0.000217931395196792","0","0.00017145516447449","0.000103316458311809"
"X2545","loser","0","0","0","6.55720505691654e-06","6.66244711682601e-05","3.51197583760624e-05","0.00028331081375583","0","1.22467974624636e-05","0"
"X2546","losin","0.000219208110700096","0","0","9.83580758537481e-05","2.22081570560867e-05","3.51197583760624e-05","2.17931395196792e-05","0","0","0"
"X2547","loss","0","0","0","2.62288202276662e-05","5.55203926402168e-05","0","2.17931395196792e-05","0","8.5727582237245e-05","2.58291145779523e-05"
"X2548","lost","0.000493218249075216","0","0","0.000793421811886901","0.00029981012025717","0.000316077825384561","8.71725580787168e-05","0","0.000991990594459549","0.000464924062403141"
"X2549","lot","0.00013700506918756","0","0","0.00032130304778891","0.000388642748481517","0.000632155650769123","0.000217931395196792","7.27325623681722e-05","0.000146961569549563","5.16582291559045e-05"
"X2550","lotta","0","0","0","0","8.88326282243468e-05","7.02395167521247e-05","2.17931395196792e-05","0","0","0"
"X2551","lou","0.00013700506918756","0","3.67147630062048e-05","0","4.44163141121734e-05","3.51197583760624e-05","0.000348690232314867","0","0","0"
"X2552","loud","0","0","0","7.86864606829985e-05","4.44163141121734e-05","0.000333637704572593","0.000305103953275509","0","0.000146961569549563","7.74873437338568e-05"
"X2553","louder","0","0","0","3.27860252845827e-05","4.44163141121734e-05","7.02395167521247e-05","0","0","4.89871898498543e-05","0"
"X2554","love","0.00347992875736402","0","0.000587436208099277","0.0131603105492315","0.0016656117792065","0.00493432605183676","0.00431504162489648","0.000800058186049895","0.00326989492247777","0.00575989255088336"
"X2555","lover","8.2203041512536e-05","0","0.000110144289018614","0.000695063736033153","4.44163141121734e-05","0.000105359275128187","0.000130758837118075","0","0.000122467974624636","5.16582291559045e-05"
"X2556","lovin","0","0","0","0.000268845407333578","0.000144353020864564","0.000245838308632437","6.53794185590376e-05","0","0","0"
"X2557","low","2.7401013837512e-05","0","0","0.000137701306195247","0.000466371298177821","0.000386317342136686","0.000392276511354226","0","0.00017145516447449","0.00023246203120157"
"X2558","lower","0","0","0","6.55720505691654e-06","2.22081570560867e-05","1.75598791880312e-05","8.71725580787168e-05","0","3.67403923873907e-05","2.58291145779523e-05"
"X2559","lua","0","0","3.67147630062048e-05","0","0","0","0","0","0","0"
"X2560","luce","0","0","0.000146859052024819","0","0","0","0","0","0","0"
"X2561","luci","0","0","0","0","0","0","2.17931395196792e-05","0","0","2.58291145779523e-05"
"X2562","lucif","0","0","0","1.96716151707496e-05","0","0","0","0","1.22467974624636e-05","0"
"X2563","luck","2.7401013837512e-05","0","0","3.93432303414992e-05","0.000155457099392607","0.000316077825384561","0.000196138255677113","0","3.67403923873907e-05","5.16582291559045e-05"
"X2564","lucki","2.7401013837512e-05","0","0","3.27860252845827e-05","2.22081570560867e-05","0.000140479033504249","0.000152551976637754","0","4.89871898498543e-05","0.000103316458311809"
"X2565","luego","0","0","0.000110144289018614","0","0","0","0","0","0","0"
"X2566","lugar","0","0","0.00106472812717994","0","0","0","0","0","0","0"
"X2567","lui","0","0","0","0","0","0","0","0.00385482580551313","0","0"
"X2568","lullabi","0","0","0","1.96716151707496e-05","1.11040785280434e-05","3.51197583760624e-05","0","0","4.89871898498543e-05","0"
"X2569","lumièr","0","0","0","0","0","0","0","0.000509127936577206","0","0"
"X2570","luna","0","0","0.000257003341043434","0","2.22081570560867e-05","0","0","0","0","0"
"X2571","lunch","2.7401013837512e-05","0","0","1.96716151707496e-05","3.33122355841301e-05","0","0","0","0","0"
"X2572","lune","0","0","0","0","0","0","0","0.000436395374209033","0","0"
"X2573","lung","8.2203041512536e-05","0.000118021952083087","0","0","3.33122355841301e-05","0","0","0","9.79743796997085e-05","0"
"X2574","lurk","0.00013700506918756","0","0","0","2.22081570560867e-05","1.75598791880312e-05","4.35862790393584e-05","0","4.89871898498543e-05","0"
"X2575","lust","5.4802027675024e-05","0.000118021952083087","0","6.55720505691654e-06","3.33122355841301e-05","0","0","0","0.000110221177162172","5.16582291559045e-05"
"X2576","luz","0","0","0.00091786907515512","0","0","0","0","0","0","0"
"X2577","lyin","0","0","0","1.31144101138331e-05","3.33122355841301e-05","0.000105359275128187","6.53794185590376e-05","0","1.22467974624636e-05","0.000129145572889761"
"X2578","lyric","0","0.000118021952083087","3.67147630062048e-05","4.59004353984158e-05","0.000322018277313257","3.51197583760624e-05","4.35862790393584e-05","7.27325623681722e-05","6.12339873123178e-05","0.00123979749974171"
"X2579","m","0.000356213179887656","0","7.34295260124096e-05","0.000157372921365997","6.66244711682601e-05","0.000280958067008499","0.00135117465022011","0.000290930249472689","0.000110221177162172","0"
"X2580","ma","0.000164406083025072","0.0028325268499941","0.000183573815031024","3.93432303414992e-05","0.000277601963201084","0.000140479033504249","0.000130758837118075","0.00669139573787185","1.22467974624636e-05","0.00023246203120157"
"X2581","mä","0","0.000236043904166175","0","0","0","0","0","7.27325623681722e-05","0","0"
"X2582","maar","0","0","0","0","0","0","0","0","0","0"
"X2583","mach","0","0.0018883512333294","0","0","1.11040785280434e-05","0","0","0","0","0"
"X2584","machen","0","0.000354065856249262","0","0","0","0","0","0","0","0"
"X2585","machin","0","0","0","2.62288202276662e-05","7.77285496963034e-05","0.000755074805085341","6.53794185590376e-05","0","0.000220442354324344","2.58291145779523e-05"
"X2586","macht","0","0.00106219756874779","0","0","0","0","0","0","0","0"
"X2587","mad","5.4802027675024e-05","0","0","0.000131144101138331","0.000421954984065647","0.000193158671068343","0.000653794185590376","0","0.000122467974624636","7.74873437338568e-05"
"X2588","made","0.000356213179887656","0","0","0.000819650632114568","0.000743973261378905","0.000526796375640936","0.000370483371834547","0.000145465124736344","0.000673573860435496","0.000826531666494473"
"X2589","madr","0","0","0.000330432867055843","1.31144101138331e-05","0","0","0","0","0","0"
"X2590","madrugada","0","0","7.34295260124096e-05","0","0","0","0","0","0","0"
"X2591","mag","0","0.000708131712498525","0","0","4.44163141121734e-05","0","0","0","0","0"
"X2592","magazin","0","0","0","3.27860252845827e-05","2.22081570560867e-05","5.26796375640936e-05","0.000130758837118075","7.27325623681722e-05","2.44935949249271e-05","0"
"X2593","magia","0","0","7.34295260124096e-05","0","0","0","0","0","0","0"
"X2594","magic","0.00134264967803809","0","0","4.59004353984158e-05","1.11040785280434e-05","3.51197583760624e-05","4.35862790393584e-05","0","0.000110221177162172","0.00023246203120157"
"X2595","mai","0","0.000236043904166175","0.000771010023130301","0","0","0","0","0.00821877954760346","2.44935949249271e-05","0"
"X2596","maid","0","0","0","0","0","1.75598791880312e-05","0","0","0","2.58291145779523e-05"
"X2597","maiden","0","0","0","0","0","0","0","0","2.44935949249271e-05","5.16582291559045e-05"
"X2598","mail","0","0","0","0","1.11040785280434e-05","0","0","0","0.000146961569549563","2.58291145779523e-05"
"X2599","maim","0","0","0","0","1.11040785280434e-05","0","0","0.000509127936577206","0","2.58291145779523e-05"
"X2600","main","0.000109604055350048","0","0","2.62288202276662e-05","0.000210977492032824","0","2.17931395196792e-05","0.00203651174630882","1.22467974624636e-05","2.58291145779523e-05"
"X2601","mainten","0","0","0","0","0","0","0","0.000363662811840861","0","0"
"X2602","majesti","0","0","0","0","1.11040785280434e-05","0","0.000130758837118075","0","1.22467974624636e-05","0.000154974687467714"
"X2603","major","0","0","0","7.21292556260819e-05","7.77285496963034e-05","0","2.17931395196792e-05","0","1.22467974624636e-05","0"
"X2604","make","0.00347992875736402","0","3.67147630062048e-05","0.00344253265488118","0.00342005618663735","0.0040563320924352","0.00300745325371573","0","0.00191050040414432","0.00105899369769604"
"X2605","maker","0","0","0","2.62288202276662e-05","1.11040785280434e-05","1.75598791880312e-05","0","0","3.67403923873907e-05","2.58291145779523e-05"
"X2606","makeup","0","0","0","6.55720505691654e-06","0","0","0","0","1.22467974624636e-05","0"
"X2607","makin","0.00013700506918756","0","0","9.83580758537481e-05","0.000255393806144997","0.000280958067008499","4.35862790393584e-05","0","1.22467974624636e-05","0"
"X2608","mal","0","0.0028325268499941","0.000881154312148915","0","0","0","0","0.00138191868499527","0","0"
"X2609","mala","0","0","0.000257003341043434","0","0","0","0","0","0","0"
"X2610","male","0","0.000236043904166175","3.67147630062048e-05","0","4.44163141121734e-05","1.75598791880312e-05","4.35862790393584e-05","0","1.22467974624636e-05","0"
"X2611","mall","0","0","0","0","3.33122355841301e-05","1.75598791880312e-05","0","0","1.22467974624636e-05","0"
"X2612","malo","0","0","7.34295260124096e-05","6.55720505691654e-06","0","0","0","0","0","0"
"X2613","mama","0.000356213179887656","0","0.000477291919080662","0.000183601741593663","0.000210977492032824","0.000140479033504249","0.000719173604149414","0","0","0.000206632916623618"
"X2614","mami","0","0.000118021952083087","0.000330432867055843","0","6.66244711682601e-05","1.75598791880312e-05","0","0","0","0"
"X2615","mamma","0","0","0","1.31144101138331e-05","1.11040785280434e-05","3.51197583760624e-05","4.35862790393584e-05","0","0","0"
"X2616","man","0.00104123852582546","0.00460285613124041","0","0.0011081676546189","0.00252062582586584","0.00168574840205099","0.0022011070914876","0.000218197687104517","0.00118793935385897","0.00237627854117161"
"X2617","manag","0","0","0","6.55720505691654e-06","5.55203926402168e-05","1.75598791880312e-05","0","0","1.22467974624636e-05","0"
"X2618","mañana","0","0","0.000403862393068253","0","0","0","0","0","0","0"
"X2619","manchmal","0","0","0","0","0","0","0","0","0","0"
"X2620","manera","0","0","0.000403862393068253","0","0","0","0","0","0","0"
"X2621","mani","0.00041101520756268","0","0","0.000478675969154907","0.000521891690818037","8.77993959401559e-05","6.53794185590376e-05","0.000872790748418067","0.000612339873123178","0.00080070255191652"
"X2622","manipul","0","0","0","1.31144101138331e-05","2.22081570560867e-05","0","2.17931395196792e-05","0","1.22467974624636e-05","0"
"X2623","mankind","0","0","0","0","2.22081570560867e-05","1.75598791880312e-05","0","0","4.89871898498543e-05","2.58291145779523e-05"
"X2624","mann","0","0.000708131712498525","0","6.55720505691654e-06","0","1.75598791880312e-05","0","0","0","0"
"X2625","mano","0","0.000118021952083087","0.00143187575724199","0","0","0","0","0","0","0"
"X2626","mão","0","0","0","0","0","0","0","0","0","0"
"X2627","map","0","0","0","6.55720505691654e-06","5.55203926402168e-05","0","0","0","1.22467974624636e-05","0"
"X2628","mar","0","0.000236043904166175","0.000514006682086867","1.31144101138331e-05","2.22081570560867e-05","0","0.000152551976637754","0","0","2.58291145779523e-05"
"X2629","march","2.7401013837512e-05","0.000118021952083087","0.000110144289018614","0","4.44163141121734e-05","0","4.35862790393584e-05","0.000218197687104517","0.000110221177162172","0.000103316458311809"
"X2630","mare","0","0.000118021952083087","3.67147630062048e-05","0","0","0","0","0","0","0"
"X2631","mari","0.00054802027675024","0","0","1.31144101138331e-05","2.22081570560867e-05","0.000193158671068343","0","0.000581860498945378","1.22467974624636e-05","7.74873437338568e-05"
"X2632","maria","0","0","0","0","0","0","0","0","4.89871898498543e-05","0.000387436718669284"
"X2633","mark","0","0.000118021952083087","0","2.62288202276662e-05","0.000122144863808477","5.26796375640936e-05","4.35862790393584e-05","0","0.000134714772087099","7.74873437338568e-05"
"X2634","market","0","0","0","6.55720505691654e-06","4.44163141121734e-05","0","0","0","3.67403923873907e-05","5.16582291559045e-05"
"X2635","marri","0","0","0","3.27860252845827e-05","6.66244711682601e-05","8.77993959401559e-05","0.000152551976637754","0","1.22467974624636e-05","0.000103316458311809"
"X2636","martyr","0","0","0","2.62288202276662e-05","0","0","0","0","3.67403923873907e-05","0"
"X2637","mas","0","0.000118021952083087","0.00517678158387488","0","3.33122355841301e-05","0","0","0.000218197687104517","0","0"
"X2638","más","0","0","0.00514006682086867","0","0","0","2.17931395196792e-05","0","0","0"
"X2639","mash","0","0","0","0","3.33122355841301e-05","0","2.17931395196792e-05","0","0","0"
"X2640","mask","2.7401013837512e-05","0","0","0","5.55203926402168e-05","0","6.53794185590376e-05","0","9.79743796997085e-05","0"
"X2641","masquerad","0","0","0","1.31144101138331e-05","0","0","0.000108965697598396","0","2.44935949249271e-05","0"
"X2642","mass","0","0","0","0","3.33122355841301e-05","1.75598791880312e-05","4.35862790393584e-05","0","9.79743796997085e-05","0"
"X2643","master","0.000328812166050144","0","0","6.55720505691654e-06","0.000111040785280434","1.75598791880312e-05","6.53794185590376e-05","0","0.000183701961936953","0.00023246203120157"
"X2644","mata","0","0","0.000183573815031024","0","0","0","0","0","0","0"
"X2645","matar","0","0","0.000330432867055843","0","0","0","0","0","0","0"
"X2646","match","2.7401013837512e-05","0","0","6.55720505691654e-06","5.55203926402168e-05","0","8.71725580787168e-05","0","0.000134714772087099","0"
"X2647","mate","0","0","0","2.62288202276662e-05","0","0","8.71725580787168e-05","0","1.22467974624636e-05","0"
"X2648","materi","2.7401013837512e-05","0","0","0","2.22081570560867e-05","0","0","0","0","2.58291145779523e-05"
"X2649","matin","0","0","0","0","0","0","0","0.00109098843552258","0","0"
"X2650","matter","0.000383614193725168","0","0","0.000498347584325657","0.00023318564908891","7.02395167521247e-05","0.00026151767423615","0.000145465124736344","0.000391897518798834","0.000413265833247236"
"X2651","may","0.00013700506918756","0","0","0.000426218328699575","0.000188769334976737","0.000228278429444405","6.53794185590376e-05","0","0.000600093075660715","0.00126562661431966"
"X2652","mayb","0.000109604055350048","0","0","0.000747521376488486","0.000255393806144997","0.000474116738076842","6.53794185590376e-05","0.000145465124736344","0.000355157126411443","0.000439094947825189"
"X2653","maze","0","0.000118021952083087","0","0","0","0","0","0","6.12339873123178e-05","0"
"X2654","mc","0","0.000590109760415437","0","0","0.000288706041729127","3.51197583760624e-05","4.35862790393584e-05","0","1.22467974624636e-05","0"
"X2655","me","0.0186874914371832","0.00153428537708014","0.0257737636303558","0.0197371872213188","0.0110485581354031","0.0185081126641849","0.0173473390576646","0.00814604698523529","0.0116589511842653","0.0130437028618659"
"X2656","meadow","0","0","0","0","0","0","2.17931395196792e-05","0","0","5.16582291559045e-05"
"X2657","meal","0","0","0","6.55720505691654e-06","6.66244711682601e-05","0","4.35862790393584e-05","0","0","0"
"X2658","mean","0.00041101520756268","0","0","0.000629491685463988","0.000621828397570428","0.00108871250965793","0.000479449069432943","0","0.000404144316261298","0.000387436718669284"
"X2659","meaningless","0","0","0","0","0","0","0","0","0","2.58291145779523e-05"
"X2660","meant","5.4802027675024e-05","0","0","0.000413103918585742","5.55203926402168e-05","7.02395167521247e-05","4.35862790393584e-05","0","7.34807847747814e-05","0.000103316458311809"
"X2661","measur","0","0","0","1.31144101138331e-05","0","0","0","0","7.34807847747814e-05","2.58291145779523e-05"
"X2662","meat","2.7401013837512e-05","0","0","1.31144101138331e-05","7.77285496963034e-05","1.75598791880312e-05","0","0","8.5727582237245e-05","5.16582291559045e-05"
"X2663","med","0","0","0","0","0","0","0","0.000218197687104517","1.22467974624636e-05","0"
"X2664","media","2.7401013837512e-05","0","0.000183573815031024","6.55720505691654e-06","4.44163141121734e-05","0","0","0","1.22467974624636e-05","0"
"X2665","medic","2.7401013837512e-05","0","0","6.55720505691654e-06","1.11040785280434e-05","0","0","0","0.000159208367012026","2.58291145779523e-05"
"X2666","medicin","0","0","0","6.55720505691654e-06","3.33122355841301e-05","5.26796375640936e-05","2.17931395196792e-05","0","0","7.74873437338568e-05"
"X2667","medio","0","0","0.000257003341043434","0","0","0","0","0","0","0"
"X2668","medo","0","0","7.34295260124096e-05","0","0","0","0","0","0","0"
"X2669","meer","0","0","0","0","0","0","0","0","0","0"
"X2670","meet","5.4802027675024e-05","0","0","0.000177044536536747","0.00023318564908891","0.000316077825384561","8.71725580787168e-05","0","0.000465378303573615","0.000309949374935427"
"X2671","meg","0","0","0","0","0","0","0","0.000145465124736344","0","0"
"X2672","mehr","0","0.00649120736456981","0","0","0","0","0","0","0","0"
"X2673","mein","0","0.00802549274164995","0","0","0","0","0","0","2.44935949249271e-05","0"
"X2674","meinem","0","0.0037767024666588","0","0","0","0","0","0","0","0"
"X2675","meinen","0","0.00106219756874779","0","0","0","0","0","0","0","0"
"X2676","meiner","0","0.00141626342499705","0","0","0","0","0","0","0","0"
"X2677","mejor","0","0","0.00128501670521717","0","0","0","0","0","0","0"
"X2678","mek","0","0.0009441756166647","0","0","0","0","6.53794185590376e-05","0","0","2.58291145779523e-05"
"X2679","melhor","0","0","7.34295260124096e-05","0","0","0","0","0","0","0"
"X2680","mellow","0","0","0","1.96716151707496e-05","0","3.51197583760624e-05","2.17931395196792e-05","0","1.22467974624636e-05","2.58291145779523e-05"
"X2681","melodi","5.4802027675024e-05","0","0","3.27860252845827e-05","2.22081570560867e-05","3.51197583760624e-05","6.53794185590376e-05","0.000436395374209033","3.67403923873907e-05","0.000258291145779523"
"X2682","melt","2.7401013837512e-05","0","0","3.93432303414992e-05","2.22081570560867e-05","0","2.17931395196792e-05","0","9.79743796997085e-05","2.58291145779523e-05"
"X2683","même","0","0","0","0","0","0","0","0.00349116299367227","0","0"
"X2684","memori","0.00013700506918756","0","0","0.000314745842731994","3.33122355841301e-05","8.77993959401559e-05","0.000152551976637754","0","0.000318416734024053","0.00023246203120157"
"X2685","memoria","0","0","0.000110144289018614","0","0","0","0","0","0","0"
"X2686","memphi","2.7401013837512e-05","0","0","0","1.11040785280434e-05","1.75598791880312e-05","6.53794185590376e-05","0","0","2.58291145779523e-05"
"X2687","men","0.000164406083025072","0","0","7.86864606829985e-05","0.000444163141121734","0.000140479033504249","0.000174345116157434","0.00189104662157248","0.00034291032894898","0.000206632916623618"
"X2688","mend","0","0","0","3.27860252845827e-05","1.11040785280434e-05","0","0","0","0","2.58291145779523e-05"
"X2689","meno","0","0","0.000220288578037229","0","0","0","0","0","0","0"
"X2690","menschen","0","0.000354065856249262","0","0","0","0","0","0","0","0"
"X2691","ment","0","0.000118021952083087","0.000550721445093072","6.55720505691654e-06","0","0","0","0","0","0"
"X2692","mental","8.2203041512536e-05","0","0.000146859052024819","1.96716151707496e-05","0.000111040785280434","1.75598791880312e-05","0","0","7.34807847747814e-05","0.000103316458311809"
"X2693","mention","2.7401013837512e-05","0","0","5.24576404553323e-05","5.55203926402168e-05","1.75598791880312e-05","4.35862790393584e-05","0","0","2.58291145779523e-05"
"X2694","mentira","0","0","0.000440577156074458","0","0","0","0","0","0","0"
"X2695","mentr","0","0","0","0","0","0","0","0","0","0"
"X2696","mer","0","0","0","0","0","0","0","0.000800058186049895","0","0"
"X2697","merci","2.7401013837512e-05","0","0","5.90148455122489e-05","0","8.77993959401559e-05","2.17931395196792e-05","0.000363662811840861","7.34807847747814e-05","0.000361607604091332"
"X2698","mere","0","0","0","0","1.11040785280434e-05","0","2.17931395196792e-05","0","0","0"
"X2699","merri","0.00027401013837512","0","0","0","0","3.51197583760624e-05","0","0.00123645356025893","0.000208195556861881","5.16582291559045e-05"
"X2700","mes","0","0","3.67147630062048e-05","0","0","0","0","0.00443668630445851","0","0"
"X2701","mesmo","0","0","0","0","0","0","0","0","0","0"
"X2702","mess","5.4802027675024e-05","0","0","0.000203273356764413","0.00029981012025717","0.000228278429444405","0","0","0.00017145516447449","0.000335778489513379"
"X2703","messag","5.4802027675024e-05","0","0","4.59004353984158e-05","9.99367067523902e-05","0.000140479033504249","2.17931395196792e-05","7.27325623681722e-05","0.000146961569549563","0.000361607604091332"
"X2704","messiah","0","0","0","0","0","0","0","0","2.44935949249271e-05","2.58291145779523e-05"
"X2705","messin","8.2203041512536e-05","0","0","1.31144101138331e-05","2.22081570560867e-05","5.26796375640936e-05","0","0","0","0"
"X2706","met","0.000109604055350048","0","0","0.000295074227561244","0.000210977492032824","8.77993959401559e-05","6.53794185590376e-05","0.000800058186049895","0.000122467974624636","0.000103316458311809"
"X2707","metal","0","0","7.34295260124096e-05","1.96716151707496e-05","4.44163141121734e-05","0","0","0","0.000159208367012026","0"
"X2708","method","0","0","0","6.55720505691654e-06","1.11040785280434e-05","0","0","0","1.22467974624636e-05","0"
"X2709","meu","0","0","0.00124830194221096","0","0","0","0","0","0","0"
"X2710","meus","0","0","7.34295260124096e-05","0","0","0","0","0","0","0"
"X2711","mexico","0","0","3.67147630062048e-05","0","0","0","6.53794185590376e-05","0","0","0"
"X2712","mi","0.000191807096862584","0.00354065856249262","0.0162646400117487","6.55720505691654e-06","0","0.000158038912692281","0.00126400209214139","0.000145465124736344","4.89871898498543e-05","2.58291145779523e-05"
"X2713","mí","0","0","0.00146859052024819","0","0","0","0","0","0","0"
"X2714","mia","0","0.000118021952083087","0.000110144289018614","0","1.11040785280434e-05","0","0","0","1.22467974624636e-05","0"
"X2715","mía","0","0","0.000367147630062048","0","0","0","0","0","0","0"
"X2716","mic","5.4802027675024e-05","0.00106219756874779","0","1.96716151707496e-05","0.000510787612289994","7.02395167521247e-05","8.71725580787168e-05","0","2.44935949249271e-05","0"
"X2717","mich","0","0.0136905464416381","0","0","0","0","0","7.27325623681722e-05","0","0"
"X2718","michael","0","0","0","1.31144101138331e-05","7.77285496963034e-05","0","0","0","0.000379650721336371","0"
"X2719","microphon","2.7401013837512e-05","0","0","0","0.000122144863808477","0.000140479033504249","0","0","0","2.58291145779523e-05"
"X2720","middl","5.4802027675024e-05","0","0","5.90148455122489e-05","6.66244711682601e-05","8.77993959401559e-05","0.000130758837118075","0","7.34807847747814e-05","5.16582291559045e-05"
"X2721","midnight","0.000465817235237704","0","0","2.62288202276662e-05","3.33122355841301e-05","3.51197583760624e-05","4.35862790393584e-05","0","4.89871898498543e-05","0.000206632916623618"
"X2722","mie","0","0.000118021952083087","0","0","0","0","0","0","0","0"
"X2723","miedo","0","0","0.000477291919080662","0","0","0","0","0","0","0"
"X2724","miei","0","0","0","0","0","0","0","0","0","0"
"X2725","mientra","0","0","0.000367147630062048","0","0","0","0","0","0","0"
"X2726","mieux","0","0","0","0","0","0","0","0.000509127936577206","0","0"
"X2727","mig","0","0","0","0","0","0","0","7.27325623681722e-05","0.000195948759399417","0"
"X2728","might","0.000794629401287848","0","0","0.000721292556260819","0.000433059062593691","0.000280958067008499","0.000217931395196792","0","0.000355157126411443","0.000542411406136998"
"X2729","mighti","0.00013700506918756","0","0","6.55720505691654e-06","1.11040785280434e-05","5.26796375640936e-05","0","0","4.89871898498543e-05","0.000439094947825189"
"X2730","mij","0","0","0","0","0","0","0","0","0","0"
"X2731","mijn","0","0","0","0","0","0","0","0","0","0"
"X2732","mike","0","0","0","6.55720505691654e-06","6.66244711682601e-05","0","2.17931395196792e-05","0","3.67403923873907e-05","0"
"X2733","mil","0","0","0.000587436208099277","0","6.66244711682601e-05","0","0","0","0","0"
"X2734","mile","0.000767228387450336","0","3.67147630062048e-05","0.000124586896081414","6.66244711682601e-05","1.75598791880312e-05","0.000108965697598396","0","0.000183701961936953","5.16582291559045e-05"
"X2735","milk","0","0","0","6.55720505691654e-06","2.22081570560867e-05","0","0.000108965697598396","0","2.44935949249271e-05","0"
"X2736","mill","0","0.0009441756166647","0","0","3.33122355841301e-05","0","6.53794185590376e-05","7.27325623681722e-05","0","0"
"X2737","million","2.7401013837512e-05","0","0","0.000118029691024498","0.00013324894233652","0.000140479033504249","4.35862790393584e-05","0","0.000122467974624636","0.000129145572889761"
"X2738","mim","0","0","0.000330432867055843","6.55720505691654e-06","2.22081570560867e-05","0","4.35862790393584e-05","0","0","0"
"X2739","min","0","0","0.000146859052024819","0","0","0","0","0.000436395374209033","3.67403923873907e-05","0"
"X2740","mina","0","0","7.34295260124096e-05","0","0","0","0","0","2.44935949249271e-05","0"
"X2741","minä","0","0","0","0","0","0","0","0","0","0"
"X2742","mind","0.00282230442526373","0","0","0.00128521219115564","0.000777285496963034","0.000860434080213528","0.000980691278385564","0.000145465124736344","0.00172679844220736","0.000929848124806282"
"X2743","mine","0.000712426359775312","0","0","0.000786864606829985","0.000410850905537604","0.000561916134016998","0.00028331081375583","0","0.000477625101036079","0.000309949374935427"
"X2744","minha","0","0","0.000550721445093072","0","1.11040785280434e-05","0","0","0","0","0"
"X2745","minor","0","0","0","0","1.11040785280434e-05","0","0","0","4.89871898498543e-05","0"
"X2746","minut","0.000630223318262776","0","3.67147630062048e-05","0.000137701306195247","0.00016656117792065","8.77993959401559e-05","0.000108965697598396","7.27325623681722e-05","4.89871898498543e-05","2.58291145779523e-05"
"X2747","minuto","0","0.000236043904166175","0.000330432867055843","0","0","0","0","0","0","0"
"X2748","mio","0","0.000708131712498525","0.000367147630062048","0","0","0","0","7.27325623681722e-05","0","0"
"X2749","mío","0","0","7.34295260124096e-05","0","0","0","0","0","0","0"
"X2750","mir","0","0.00896966835831465","0","0","1.11040785280434e-05","0","0","0","0","0"
"X2751","mira","0","0","0.000330432867055843","0","0","0","0","0","0","0"
"X2752","miracl","0","0","0","0.000104915280910665","1.11040785280434e-05","0","0","0","1.22467974624636e-05","7.74873437338568e-05"
"X2753","mirada","0","0","0.000587436208099277","0","0","0","0","0","0","0"
"X2754","mirando","0","0","0.000293718104049638","0","0","0","0","0","0","0"
"X2755","mirar","0","0","0.000440577156074458","0","0","0","0","0","0","0"
"X2756","mire","0","0","7.34295260124096e-05","0","0","3.51197583760624e-05","0","0","0","0"
"X2757","miro","0","0","0.000183573815031024","0","0","0","2.17931395196792e-05","0","0","0"
"X2758","mirror","0.000109604055350048","0","0","2.62288202276662e-05","4.44163141121734e-05","5.26796375640936e-05","0","0","0.000159208367012026","0"
"X2759","mis","0","0","0.00257003341043434","0","0","0","0","0.000290930249472689","0","2.58291145779523e-05"
"X2760","miser","2.7401013837512e-05","0","3.67147630062048e-05","6.55720505691654e-06","1.11040785280434e-05","8.77993959401559e-05","0","0","0","5.16582291559045e-05"
"X2761","miseri","0","0","0","9.83580758537481e-05","1.11040785280434e-05","5.26796375640936e-05","6.53794185590376e-05","7.27325623681722e-05","8.5727582237245e-05","5.16582291559045e-05"
"X2762","misma","0","0","0.000110144289018614","0","0","0","0","0","0","0"
"X2763","mismo","0","0","0.000660865734111686","0","0","0","0","0","0","0"
"X2764","miss","0.000520619262912728","0","0","0.000380317893301159","0.000244289727616954","0.0010711526304699","0.000108965697598396","7.27325623681722e-05","0.00017145516447449","0.000180803802045666"
"X2765","missin","2.7401013837512e-05","0","0","0","7.77285496963034e-05","0","0","0","0","0"
"X2766","mission","2.7401013837512e-05","0","0","1.31144101138331e-05","0.00016656117792065","3.51197583760624e-05","2.17931395196792e-05","0","2.44935949249271e-05","2.58291145779523e-05"
